,Filename,Date,Cage,Injection,Night-Phase,Bin,start_frame,stop_frame,name,idA,idB,idC,idD,RFidA,RFidB,RFidC,RFidD,GenoA,GenoB,GenoC,GenoD,totalLength,meanLength,medianLength,totalDistance,numberOfEvents,stdLength,CI95_low,CI95_up
94,221019_Amphet_Cage1_3-2NaCl,221019,Cage1,3-2NaCl,1,3,260226,368226,Move isolated,1,,,,000004849319,000004849319,,,NaCl,NaCl,,,1386,4.251533742331288,,5161.605495269329,326,7.272811422771303,3.46203835277271,5.041029131889867
95,221019_Amphet_Cage1_3-2NaCl,221019,Cage1,3-2NaCl,1,3,260226,368226,Move isolated,2,,,,000004849076,000004849319,,,NaCl,NaCl,,,1540,5.746268656716418,,5161.605495269329,268,9.780567519446427,4.5752798873631235,6.917257426069712
96,221019_Amphet_Cage1_3-2NaCl,221019,Cage1,3-2NaCl,1,3,260226,368226,Rearing,1,,,,000004849319,000004849319,,,NaCl,NaCl,,,41785,435.2604166666667,,5161.605495269329,96,2030.0836202235184,29.159114613745317,841.361718719588
97,221019_Amphet_Cage1_3-2NaCl,221019,Cage1,3-2NaCl,1,3,260226,368226,Rearing,2,,,,000004849076,000004849319,,,NaCl,NaCl,,,55847,240.7198275862069,,5161.605495269329,232,1048.0852631905534,105.85189708865977,375.587758083754
98,221019_Amphet_Cage1_3-2NaCl,221019,Cage1,3-2NaCl,1,3,260226,368226,Rear isolated,1,,,,000004849319,000004849319,,,NaCl,NaCl,,,6,1.0,,5161.605495269329,6,0.0,1.0,1.0
99,221019_Amphet_Cage1_3-2NaCl,221019,Cage1,3-2NaCl,1,3,260226,368226,Rear isolated,2,,,,000004849076,000004849319,,,NaCl,NaCl,,,297,3.0618556701030926,,5161.605495269329,97,3.7686017888716243,2.3118743367507784,3.8118370034554068
100,221019_Amphet_Cage1_3-2NaCl,221019,Cage1,3-2NaCl,1,3,260226,368226,Stop isolated,1,,,,000004849319,000004849319,,,NaCl,NaCl,,,71623,284.218253968254,,5161.605495269329,252,678.1130419062154,200.49272538349686,367.9437825530111
101,221019_Amphet_Cage1_3-2NaCl,221019,Cage1,3-2NaCl,1,3,260226,368226,Stop isolated,2,,,,000004849076,000004849319,,,NaCl,NaCl,,,53163,223.37394957983193,,5161.605495269329,238,643.9498705582321,141.561451619983,305.1864475396809
102,221019_Amphet_Cage1_3-2NaCl,221019,Cage1,3-2NaCl,1,3,260226,368226,WallJump,1,,,,000004849319,000004849319,,,NaCl,NaCl,,,24,2.1818181818181817,,5161.605495269329,11,0.385694607919935,1.953887234150729,2.4097491294856344
103,221019_Amphet_Cage1_3-2NaCl,221019,Cage1,3-2NaCl,1,3,260226,368226,WallJump,2,,,,000004849076,000004849319,,,NaCl,NaCl,,,55,2.2916666666666665,,5161.605495269329,24,0.45452967144315476,2.1098169245615326,2.4735164087718005
104,221019_Amphet_Cage1_3-2NaCl,221019,Cage1,3-2NaCl,1,3,260226,368226,SAP,1,,,,000004849319,000004849319,,,NaCl,NaCl,,,9000,35.01945525291829,,5161.605495269329,257,319.4574127047281,-4.037868319096411,74.076778824933
105,221019_Amphet_Cage1_3-2NaCl,221019,Cage1,3-2NaCl,1,3,260226,368226,SAP,2,,,,000004849076,000004849319,,,NaCl,NaCl,,,15505,46.42215568862275,,5161.605495269329,334,435.2642719719059,-0.258382895825946,93.10269427307145
106,221019_Amphet_Cage1_3-2NaCl,221019,Cage1,3-2NaCl,1,3,260226,368226,Huddling,1,,,,000004849319,000004849319,,,NaCl,NaCl,,,0,,,5161.605495269329,0,,,
